"","rank","title","Previous.Rank","Revenues...M.","Revenue.Change","Profits...M.","Profit.Change","Assets...M.","Mkt.Value.as.of.3.29.18...M.","Employees","CEO","CEO.Title","Sector","Industry","Years.on.Fortune.500.List","City","State","Latitude","Longitude","CEO.gender","ticker"
"309",309,"eBay","310","$9,567 ","6.50%","($1,016.00)","-114.00%","$25,981 ","$40,726 ","14,100","Devin Wenig","President, Chief Executive Officer &  Director","Technology","Internet Services and Retailing","13","San Jose","CA",37.3382082,-121.8863286,"male","NBY"
"310",310,"Eastman Chemical","309","$9,549 ","6.00%","$1,384.00 ","62.10%","$15,999 ","$15,073 ","14,000","Mark Costa","Chairman &  Chief Executive Officer","Chemicals","Chemicals","24","Kingsport","TN",36.548434,-82.5618186,"male","EMN"
"311",311,"American Family Insurance Group","315","$9,545 ","8.10%","$155.60 ","-52.20%","$24,233 ","-","11,307","Jack Salzwedel","Chairman &  Chief Executive Officer","Financials","Insurance: Property and Casualty (Stock)","22","Madison","WI",43.0730517,-89.4012302,"male",NA
"312",312,"Steel Dynamics","347","$9,539 ","22.70%","$812.70 ","112.70%","$6,856 ","$10,444 ","7,635","Mark Millett","President, Chief Executive Officer &  Director","Materials","Metals","9","Fort Wayne","IN",41.079273,-85.1393513,"male","STLD"
"313",313,"Pacific Life","302","$9,510 ","3.70%","$1,365.00 ","65.70%","$157,877 ","-","3,578","James Morris","Chairman, President &  Chief Executive Officer","Financials","Insurance: Life, Health (stock)","22","Newport Beach","CA",33.6188829,-117.9298493,"male","APWC"
"314",314,"Chesapeake Energy","343","$9,496 ","20.60%","$949.00 ","-","$12,425 ","$2,746 ","3,200","Robert Lawler","President, Chief Executive Officer &  Director","Energy","Mining, Crude-Oil Production","13","Oklahoma City","OK",35.4675602,-97.5164276,"male","CHK"
"315",315,"Mohawk Industries","311","$9,491 ","5.90%","$971.60 ","4.40%","$12,095 ","$17,283 ","38,800","Jeffrey Lorberbaum","Chairman &  Chief Executive Officer","Household Products","Home Equipment, Furnishings","19","Calhoun","GA",34.502587,-84.9510542,"male","MHK"
"316",316,"Quanta Services","355","$9,467 ","23.70%","$315.00 ","58.80%","$6,480 ","$5,281 ","32,800","Earl Austin Jr","President, Chief Executive Officer &  Director","Engineering &  Construction","Engineering, Construction","6","Houston","TX",29.7604267,-95.3698028,"male","PWR"
"317",317,"Advance Auto Parts","292","$9,374 ","-2.00%","$475.50 ","3.50%","$8,482 ","$8,770 ","55,500","Thomas Greco","President, Chief Executive Officer &  Director","Retailing","Specialty Retailers: Other","16","Roanoke","VA",37.2709704,-79.9414266,"male","AAP"
"318",318,"Owens & Minor","288","$9,318 ","-4.20%","$72.80 ","-33.10%","$3,376 ","$961 ","8,600","Cody Phipps","Chairman, President &  Chief Executive Officer","Wholesalers","Wholesalers: Health Care","24","Mechanicsville","VA",37.6087561,-77.3733139,"male","OC"
"319",319,"United Natural Foods","325","$9,275 ","9.50%","$130.20 ","3.50%","$2,887 ","$2,165 ","9,700","Steven Spinner","Chairman, President &  Chief Executive Officer","Wholesalers","Wholesalers: Food and Grocery","6","Providence","RI",41.8239891,-71.4128343,"male","UNFI"
"320",320,"Tenneco","322","$9,274 ","7.80%","$207.00 ","-41.90%","$4,842 ","$2,822 ","32,000","Brian Kesseler","Chief Executive Officer &  Director","Motor Vehicles &  Parts","Motor Vehicles and Parts","24","Lake Forest","IL",42.2586342,-87.840625,"male","TEN"
"321",321,"Conagra Brands","197","$9,235 ","-34.70%","$639.30 ","-","$10,096 ","$14,776 ","12,600","Sean Connolly","President, Chief Executive Officer &  Director","Food, Beverages &  Tobacco","Food Consumer Products","24","Chicago","IL",41.8781136,-87.6297982,"male","CAG"
"322",322,"GameStop","321","$9,225 ","7.20%","$34.70 ","-90.20%","$5,042 ","$1,279 ","39,500","Shane Kim","Interim Chief Executive Officer","Retailing","Specialty Retailers: Other","12","Grapevine","TX",32.9342919,-97.0780654,"male","GME"
"323",323,"Hormel Foods","295","$9,168 ","-3.70%","$846.70 ","-4.90%","$6,976 ","$18,174 ","20,200","James Snee","Chairman, President &  Chief Executive Officer","Food, Beverages &  Tobacco","Food Consumer Products","24","Austin","MN",43.6666296,-92.9746367,"male","HRL"
"324",324,"Hilton Worldwide Holdings","241","$9,140 ","-21.60%","$1,259.00 ","261.80%","$14,308 ","$24,957 ","163,000","Christopher Nassetta","President, Chief Executive Officer &  Director","Hotels, Restaurants &  Leisure","Hotels, Casinos, Resorts","15","McLean","VA",38.9338676,-77.1772604,"male","HLT"
"325",325,"Frontier Communications","313","$9,128 ","2.60%","($1,804.00)","-","$24,884 ","$582 ","22,736","Daniel McCarthy","President, Chief Executive Officer &  Director","Telecommunications","Telecommunications","5","Norwalk","CT",41.117744,-73.4081575,"male","FTR"
"326",326,"Fidelity National Information Services","301","$9,123 ","-1.30%","$1,319.00 ","132.20%","$24,517 ","$31,893 ","53,000","Gary Norcross","President, Chief Executive Officer &  Director","Business Services","Financial Data Services","9","Jacksonville","FL",30.3321838,-81.655651,"male","FIS"
"327",327,"Public Service Enterprise Group","306","$9,084 ","0.30%","$1,574.00 ","77.50%","$42,716 ","$25,359 ","12,945","Ralph Izzo","Chairman, President &  Chief Executive Officer","Energy","Utilities: Gas and Electric","24","Newark","NJ",40.735657,-74.1723667,"male","PEG"
"328",328,"Boston Scientific","327","$9,048 ","7.90%","$104.00 ","-70.00%","$19,042 ","$37,688 ","29,000","Michael Mahoney","Chairman, President &  Chief Executive Officer","Health Care","Medical Products and Equipment","15","Marlboro","MA",42.3459271,-71.5522874,"male","BSX"
"329",329,"OReilly Automotive","323","$8,978 ","4.50%","$1,133.80 ","9.30%","$7,572 ","$20,607 ","60,365","Gregory Johnson","President, Chief Executive Officer &  Director","Retailing","Specialty Retailers: Other","9","Springfield","MO",37.2089572,-93.2922989,"male","ORLY"
"330",330,"Charles Schwab","357","$8,960 ","17.20%","$2,354.00 ","24.60%","$243,274 ","$70,313 ","17,600","Walter Bettinger II","President, Chief Executive Officer &  Director","Financials","Securities","20","SF","CA",37.7749295,-122.4194155,"male","SCHW"
"331",331,"Global Partners","334","$8,921 ","8.30%","$58.80 ","-","$2,320 ","$522 ","2,000","Eric Slifka","President, Chief Executive Officer &  Director","Wholesalers","Wholesalers: Diversified","12","Waltham","MA",42.3764852,-71.2356113,"male","GLP"
"332",332,"PVH","335","$8,915 ","8.70%","$537.80 ","-2.00%","$11,886 ","$11,649 ","28,050","Emanuel Chirico","Chairman &  Chief Executive Officer","Apparel","Apparel","8","New York","NY",40.7127753,-74.0059728,"male","FRPH"
"333",333,"Avis Budget Group","319","$8,848 ","2.20%","$361.00 ","121.50%","$17,699 ","$3,792 ","26,300","Larry De Shon","President, Chief Executive Officer &  Director","Retailing","Automotive Retailing, Services","21","Parsippany-Troy Hills","NJ",40.8652865,-74.4173877,"male","CAR"
"334",334,"Targa Resources","402","$8,815 ","31.70%","$54.00 ","-","$14,389 ","$9,629 ","2,130","Joe Bob Perkins","Chairman &  Chief Executive Officer","Energy","Pipelines","10","Houston","TX",29.7604267,-95.3698028,"male","NGLS-PA"
"335",335,"Hertz Global Holdings","296","$8,803 ","-7.10%","$327.00 ","-","$20,058 ","$1,662 ","37,000","Kathryn Marinello","President, Chief Executive Officer &  Director","Retailing","Automotive Retailing, Services","11","Estero","FL",26.438136,-81.8067523,"female","LBTYA"
"336",336,"Calpine","400","$8,752 ","30.30%","($339.00)","-468.50%","$16,453 ","-","2,290","John Hill III","President, Chief Executive Officer &  Director","Energy","Energy","17","Houston","TX",29.7604267,-95.3698028,"male",NA
"337",337,"Mutual of Omaha Insurance","342","$8,732 ","10.60%","$862.60 ","141.90%","$42,429 ","-","5,896","James Blackledge","Chairman, President &  Chief Executive Officer","Financials","Insurance: Life, Health (stock)","22","Omaha","NE",41.2565369,-95.9345034,"male",NA
"338",338,"Crown Holdings","333","$8,698 ","5.00%","$323.00 ","-34.90%","$10,663 ","$6,816 ","24,342","Timothy Donahue","President, Chief Executive Officer &  Director","Materials","Packaging, Containers","24","Philadelphia","PA",39.9525839,-75.1652215,"male","APRN"
"339",339,"Peter Kiewit Sons","324","$8,678 ","1.20%","$371.00 ","-6.30%","$5,710 ","-","22,000","Bruce Grewcock","President, Chief Executive Officer &  Director","Engineering &  Construction","Engineering, Construction","19","Omaha","NE",41.2565369,-95.9345034,"male",NA
"340",340,"Dicks Sporting Goods","340","$8,591 ","8.40%","$323.40 ","12.50%","$4,204 ","$3,765 ","30,300","Edward Stack","Chairman &  Chief Executive Officer","Retailing","Specialty Retailers: Other","9","Coraopolis","PA",40.5184013,-80.1667247,"male",NA
"341",341,"PulteGroup","353","$8,573 ","11.80%","$447.20 ","-25.80%","$9,687 ","$8,439 ","4,810","Ryan Marshall","President, Chief Executive Officer &  Director","Engineering &  Construction","Homebuilders","16","Atlanta","GA",33.7489954,-84.3879824,"male","PHM"
"342",342,"Navistar International","337","$8,570 ","5.70%","$30.00 ","-","$6,135 ","$3,451 ","11,400","Troy Clarke","Chairman, President &  Chief Executive Officer","Industrials","Construction and Farm Machinery","22","Lisle","IL",41.801141,-88.0747875,"male","NAV"
"343",343,"Thrivent Financial for Lutherans","316","$8,528 ","-2.80%","$558.40 ","-5.00%","$95,001 ","-","3,622","Bradford Hewitt","Chief Executive Officer &  Director","Financials","Insurance: Life, Health (Mutual)","24","Minneapolis","MN",44.977753,-93.2650108,"male",NA
"344",344,"DCP Midstream","","$8,462 ","465.30%","$229.00 ","-26.60%","$13,878 ","$5,033 ","2,650","Wouter van Kempen","Chairman, President &  Chief Executive Officer","Energy","Pipelines","1","Denver","CO",39.7392358,-104.990251,NA,"BPMP"
"345",345,"Air Products & Chemicals","294","$8,442 ","-11.40%","$3,000.40 ","375.40%","$18,467 ","$34,818 ","15,150","Seifi Ghasemi","Chairman, President &  Chief Executive Officer","Chemicals","Chemicals","24","Allentown","PA",40.6022939,-75.4714098,NA,"CBPO"
"346",346,"Veritiv","331","$8,365 ","0.50%","($13.30)","-163.30%","$2,708 ","$617 ","8,900","Mary Laschinger","Chairman &  Chief Executive Officer","Wholesalers","Wholesalers: Diversified","3","Atlanta","GA",33.7489954,-84.3879824,"female","VRTV"
"347",347,"AGCO","370","$8,307 ","12.10%","$186.40 ","16.40%","$7,972 ","$5,157 ","20,462","Martin Richenhagen","Chairman, President &  Chief Executive Officer","Industrials","Construction and Farm Machinery","17","Duluth","GA",34.0028786,-84.1446376,"male","DIT"
"348",348,"Genworth Financial","329","$8,295 ","-0.90%","$817.00 ","-","$105,297 ","$1,413 ","3,500","Thomas McInerney","President, Chief Executive Officer &  Director","Financials","Insurance: Life, Health (stock)","13","Richmond","VA",37.5407246,-77.4360481,"male","GNW"
"349",349,"Univar","338","$8,254 ","2.20%","$119.80 ","-","$5,733 ","$3,920 ","8,600","David Jukes","President, Chief Executive Officer &  Director","Wholesalers","Wholesalers: Diversified","3","Downers Grove","IL",41.8089191,-88.0111746,"male","UUU"
"350",350,"News Corp.","332","$8,139 ","-2.20%","($738.00)","-512.30%","$14,552 ","$9,272 ","26,000","Robert Thomson","Chairman &  Chief Executive Officer","Media","Publishing, Printing","4","New York","NY",40.7127753,-74.0059728,"male","NWS"
"351",351,"SpartanNash","350","$8,128 ","5.10%","($52.80)","-193.00%","$2,056 ","$620 ","11,950","David Staples","President, Chief Executive Officer &  Director","Wholesalers","Wholesalers: Food and Grocery","8","Byron Center","MI",42.8122508,-85.7228061,"male","SPTN"
"352",352,"Westlake Chemical","507","$8,041 ","58.40%","$1,304.00 ","226.90%","$12,076 ","$14,385 ","8,799","Albert Yuan Chao","President, Chief Executive Officer &  Director","Chemicals","Chemicals","1","Houston","TX",29.7604267,-95.3698028,"male","WLK"
"353",353,"Williams","367","$8,031 ","7.10%","$2,174.00 ","-","$46,352 ","$20,567 ","5,425","Alan Armstrong","President, Chief Executive Officer &  Director","Energy","Energy","24","Tulsa","OK",36.1539816,-95.992775,"male","SHW"
"354",354,"Lam Research","440","$8,014 ","36.10%","$1,697.80 ","85.70%","$12,123 ","$33,105 ","9,400","Martin Anstice","Chairman &  Chief Executive Officer","Technology","Semiconductors and Other Electronic Components","3","Fremont","CA",37.5482697,-121.9885719,"male","ACTG"
"355",355,"Alaska Air Group","438","$7,933 ","33.80%","$1,034.00 ","27.00%","$10,740 ","$7,646 ","23,156","Bradley Tilden","Chairman, President &  Chief Executive Officer","Transportation","Airlines","5","Seattle","WA",47.6062095,-122.3320708,"male","ALK"
"356",356,"Jones Lang LaSalle","391","$7,932 ","16.60%","$254.20 ","-20.10%","$8,015 ","$7,930 ","81,900","Christian Ulbrich","President, Chief Executive Officer &  Director","Financials","Real estate","4","Chicago","IL",41.8781136,-87.6297982,"male","JLL"
"357",357,"Anixter International","359","$7,927 ","4.00%","$109.00 ","-9.50%","$4,252 ","$2,522 ","8,900","Robert Eck","Chairman &  Chief Executive Officer","Wholesalers","Wholesalers: Electronics and Office Equipment","16","Glenview","IL",42.0697509,-87.7878408,"male","MNTX"
"358",358,"Campbell Soup","339","$7,890 ","-0.90%","$887.00 ","57.50%","$7,726 ","$13,021 ","18,000","Denise Morrison","President, Chief Executive Officer &  Director","Food, Beverages &  Tobacco","Food Consumer Products","24","Camden","NJ",39.9259463,-75.1196199,"female","CPB"
"359",359,"Interpublic Group","345","$7,882 ","0.50%","$579.00 ","-4.80%","$12,695 ","$8,854 ","50,200","Michael Roth","Chairman &  Chief Executive Officer","Business Services","Advertising, marketing","21","New York","NY",40.7127753,-74.0059728,"male","IPG"
"360",360,"Dover","392","$7,830 ","15.20%","$811.70 ","59.50%","$10,658 ","$15,183 ","29,000","Richard Tobin","President, Chief Executive Officer &  Director","Industrials","Industrial Machinery","24","Downers Grove","IL",41.8089191,-88.0111746,"male","HNW"
"361",361,"Zimmer Biomet Holdings","352","$7,824 ","1.80%","$1,813.80 ","492.90%","$25,965 ","$22,151 ","18,200","Bryan Hanson","President, Chief Executive Officer &  Director","Health Care","Medical Products and Equipment","3","Warsaw","IN",41.2381,-85.8530469,"male","ZBH"
"362",362,"Dean Foods","351","$7,795 ","1.10%","$61.60 ","-48.60%","$2,504 ","$787 ","16,000","Ralph Scozzafava","Chairman &  Chief Executive Officer","Food, Beverages &  Tobacco","Food Consumer Products","20","Dallas","TX",32.7766642,-96.7969879,"male","DF"
"363",363,"Foot Locker","348","$7,782 ","0.20%","$284.00 ","-57.20%","$3,961 ","$5,379 ","32,175","Richard Johnson","Chairman, President &  Chief Executive Officer","Retailing","Specialty Retailers: Apparel","24","New York","NY",40.7127753,-74.0059728,"male","FL"
"364",364,"Eversource Energy","358","$7,752 ","1.50%","$988.00 ","4.80%","$36,220 ","$18,671 ","8,084","James Judge","Chairman, President &  Chief Executive Officer","Energy","Utilities: Gas and Electric","23","Springfield","MA",42.1014831,-72.589811,"male","ES"
"365",365,"Alliance Data Systems","378","$7,719 ","8.10%","$788.70 ","52.90%","$30,685 ","$11,806 ","20,000","Edward Heffernan","President, Chief Executive Officer &  Director","Business Services","Financial Data Services","4","Plano","TX",33.0198431,-96.6988856,"male","ADS"
"366",366,"Fifth Third Bancorp","389","$7,713 ","12.00%","$2,194.00 ","40.30%","$142,193 ","$21,812 ","18,125","Greg Carmichael","Chairman, President &  Chief Executive Officer","Financials","Commercial Banks","19","Cincinnati","OH",39.1031182,-84.5120196,"male","FITB"
"367",367,"Quest Diagnostics","366","$7,709 ","2.60%","$772.00 ","19.70%","$10,503 ","$13,619 ","45,000","Stephen Rusckowski","Chairman, President &  Chief Executive Officer","Health Care","Health Care: Pharmacy and Other Services","18","Secaucus","NJ",40.7895453,-74.0565298,"male","DGX"
"368",368,"EMCOR Group","360","$7,688 ","1.80%","$227.20 ","24.90%","$3,966 ","$4,549 ","32,000","Anthony Guzzi","President, Chief Executive Officer &  Director","Engineering &  Construction","Engineering, Construction","18","Norwalk","CT",41.117744,-73.4081575,"male","EME"
"369",369,"W.R. Berkley","354","$7,685 ","0.40%","$549.10 ","-8.80%","$24,300 ","$8,836 ","7,722","Robert Berkley Jr","President, Chief Executive Officer &  Director","Financials","Insurance: Property and Casualty (Stock)","15","Greenwich","CT",41.0262417,-73.6281964,"male","WRB"
"370",370,"WESCO International","373","$7,679 ","4.70%","$163.50 ","60.90%","$4,736 ","$2,920 ","9,100","John Engel","Chairman, President &  Chief Executive Officer","Wholesalers","Wholesalers: Diversified","20","Pittsburgh","PA",40.4406248,-79.9958864,"male","WCC"
"371",371,"Coty","558","$7,650 ","75.90%","($422.20)","-369.10%","$22,548 ","$13,723 ","22,000","Camillo Pane","Chairman &  Chief Executive Officer","Household Products","Household and Personal Products","1","New York","NY",40.7127753,-74.0059728,"male","CCBG"
"372",372,"WEC Energy Group","368","$7,649 ","2.40%","$1,203.70 ","28.20%","$31,591 ","$19,784 ","8,129","Gale Klappa","Chairman &  Chief Executive Officer","Energy","Utilities: Gas and Electric","9","Milwaukee","WI",43.0389025,-87.9064736,"male","WEC"
"373",373,"Masco","372","$7,644 ","3.90%","$533.00 ","8.60%","$5,488 ","$12,590 ","26,000","Keith Allman","President, Chief Executive Officer &  Director","Household Products","Home Equipment, Furnishings","24","Livonia","MI",42.36837,-83.3527097,"male","TGC"
"374",374,"DXC Technology","","$7,607 ","7.10%","($123.00)","-149.00%","$8,663 ","$28,720 ","60,000","Michael Lawrie","Chairman, President &  Chief Executive Officer","Technology","Information Technology Services","1","Tysons","VA",38.9187222,-77.2310925,"male","PTF"
